Symbol,Returns,Volatility
3MINDIA.NS,-0.19178322132319078,0.018428140924288038
ABB.NS,-0.5174661417613395,0.021694861816076102
ACC.NS,-0.5371826784232114,0.024638428074704455
AIAENG.NS,1.2577985199372623,0.02286948074090157
APLAPOLLO.NS,-0.2758760628972204,0.01661548181385466
AUBANK.NS,0.18333716828286,0.023264138773795275
AARTIDRUGS.NS,0.551541675676126,0.02325541420316541
AAVAS.NS,-0.8576731412884882,0.014921909174647408
ABBOTINDIA.NS,0.03618844066136365,0.019003179299296725
ADANIENT.NS,1.540899374847216,0.024351818174125964
ADANIGREEN.NS,1.3577765574377678,0.03458144727812282
ADANIPORTS.NS,0.048823524437070824,0.022477729514091358
ATGL.NS,1.331960279715624,0.02933236902610691
ADANITRANS.NS,-0.6494938461773935,0.023322400727173686
ABCAPITAL.NS,0.6696938819456854,0.03380367270283703
ABFRL.NS,0.24708078671406147,0.02876024563285291
ABSLAMC.NS,0.7081238420368233,0.019270950327101393
ADVENZYMES.NS,-0.2236810993712165,0.016572338592694066
AEGISCHEM.NS,-0.3867271289178136,0.014763981250395205
AFFLE.NS,-0.526870395256207,0.021774769687691105
AJANTPHARM.NS,0.9343019614733872,0.033486252718643715
APLLTD.NS,-0.6504533022493785,0.03337640209852912
ALKEM.NS,-0.7270323764788761,0.01767546093762119
ALKYLAMINE.NS,-0.7355737098330032,0.030919770809729383
ALLCARGO.NS,0.5261953411300185,0.02193112747769634
ALOKINDS.NS,0.36588207405578715,0.034693669253659395
AMARAJABAT.NS,-0.15107490828369977,0.024022431499361965
AMBER.NS,0.7262397962223976,0.027638557014280345
AMBUJACEM.NS,-0.6489086254121539,0.015320432870533068
ANGELONE.NS,0.11987215623048442,0.02342811531735918
ANURAS.NS,0.3580368540233419,0.022983374231138012
APOLLOHOSP.NS,0.08119970752471592,0.02901591837597765
APOLLOTYRE.NS,1.2566301089295175,0.034828800479539186
APTUS.NS,0.17579974018420036,0.02281708448095521
ASAHIINDIA.NS,0.04457988617302189,0.01783734765495963
ASHOKLEY.NS,0.5280052879371405,0.02695269124998225
ASIANPAINT.NS,-0.08250924773793324,0.022395912712177776
ASTERDM.NS,0.03224205097209331,0.01880789099349857
ASTRAZEN.NS,1.762932141791146,0.031956449334154244
ASTRAL.NS,-0.29963063887784347,0.020316405850920902
ATUL.NS,0.11017235118053464,0.02408218998979109
AUROPHARMA.NS,-0.5702849115320472,0.02067527673081125
AVANTIFEED.NS,-0.17398360791202003,0.021751658609779047
DMART.NS,0.05384242091624121,0.018531089787901443
AXISBANK.NS,-0.12653188796584672,0.015560796077426331
BASF.NS,-0.09982832645267412,0.024349628261383448
BSE.NS,-0.08477308195111839,0.021969563419745902
BAJAJ-AUTO.NS,0.7754958576445717,0.02205037493236552
BAJAJELEC.NS,-0.03856861722340527,0.021965732579083255
BAJFINANCE.NS,-0.570188327875679,0.029488918086891896
BAJAJFINSV.NS,-0.5353045778018598,0.020495198093128473
BAJAJHLDNG.NS,0.009259127529888238,0.030549963982227115
BALAMINES.NS,-0.2779980812809075,0.026302590600619076
BALKRISIND.NS,0.8472789155428205,0.02556900285011413
BALRAMCHIN.NS,-0.45771435864937243,0.022385687588710415
BANDHANBNK.NS,-0.35467179103666197,0.02182369734931214
BANKBARODA.NS,-0.25812479879223876,0.019028239578234896
BANKINDIA.NS,-0.1621845173643232,0.016257416867827962
MAHABANK.NS,-0.35627542806854273,0.02347136499925666
BATAINDIA.NS,-0.6750319257666924,0.05241284313588406
BAYERCROP.NS,1.7329293040252165,0.032087311256150004
BERGEPAINT.NS,0.779724157976794,0.020944866764025297
BDL.NS,-0.5612178921873263,0.01705126294115753
BEL.NS,-0.01865213930782508,0.021534598531458147
BHARATFORG.NS,0.3019837140676562,0.015877912162150596
BHEL.NS,-0.20786932658598203,0.02692779005900513
BPCL.NS,-0.43450944837723493,0.02122262095082894
BHARTIARTL.NS,-0.79538284219998,0.026232453320104862
BIOCON.NS,0.7311027781646822,0.018703186797628932
BIRLACORPN.NS,0.5946940062343606,0.02155708641988762
BSOFT.NS,0.5741784043944719,0.030987161818905994
BLUEDART.NS,-0.18071710014753495,0.018743904831161857
BLUESTARCO.NS,-0.8091981252827216,0.01795055416988331
BBTC.NS,0.403460115550985,0.027094257539932148
BORORENEW.NS,0.0300701669475742,0.014422868076541232
BOSCHLTD.NS,-0.5929416030319651,0.054150442483818374
BRIGADE.NS,-0.6573602895919957,0.02761620931413882
BCG.NS,-0.2619618971800956,0.021013193685218673
BRITANNIA.NS,0.45286599240101627,0.027504084140597716
MAPMYINDIA.NS,-0.5056880492804562,0.025699816493150934
CCL.NS,-0.38393144563623394,0.022771143732246275
CESC.NS,0.0987815811259383,0.023259467527907036
CGPOWER.NS,-0.3102174276848106,0.013662910219807473
CRISIL.NS,0.5155784301256091,0.023647517366621306
CSBBANK.NS,-0.142284890140326,0.023551850465494188
CANFINHOME.NS,0.35066601775178624,0.025897550801240076
CANBK.NS,-0.2808914059942975,0.02217257515004301
CAPLIPOINT.NS,0.35803875489313136,0.024203017710857234
CGCL.NS,-0.09396229735630295,0.026187783289296652
CARBORUNIV.NS,-0.12765588565220523,0.020600063275833764
CASTROLIND.NS,-0.3760403607767511,0.01807291419746366
CEATLTD.NS,0.8156977734234205,0.02386441257552378
CENTRALBK.NS,1.6130610410638835,0.025320407312200713
CDSL.NS,1.0036226235710208,0.02995256554189112
CENTURYPLY.NS,-0.11828318042337121,0.029714421360216448
CENTURYTEX.NS,-1.2092996238187796,0.029252450407087814
CERA.NS,0.5547425565814327,0.02549159618593671
CHALET.NS,-0.19972919712401732,0.01580462911528814
CHAMBLFERT.NS,0.4752442622054181,0.01570675387745297
CHEMPLASTS.NS,-0.4522259847543747,0.02446223427136603
CHOLAHLDNG.NS,0.62797073320464,0.023333188019766114
CHOLAFIN.NS,0.7793600433162754,0.01849666809287834
CIPLA.NS,-0.6412220999297548,0.026500150670492842
CUB.NS,-0.10407221773108083,0.012774093569761677
CLEAN.NS,0.14666919409889606,0.021446237204744936
COALINDIA.NS,0.33475270553233005,0.019122971366539433
COCHINSHIP.NS,1.0062649292102113,0.03320555909790155
COFORGE.NS,0.24609228948242057,0.023533127411540483
COLPAL.NS,-0.33749846015459295,0.01988635548822688
CAMS.NS,-0.3626304581505311,0.02143159884692734
CONCOR.NS,0.26618208929161313,0.021832751573119476
COROMANDEL.NS,0.608791649721465,0.017192504392061332
CREDITACC.NS,-0.8122315085262272,0.01995221798244715
CROMPTON.NS,-0.2402673659239041,0.014536361094650901
CUMMINSIND.NS,-0.5144046692678574,0.02423591580433411
CYIENT.NS,-2.048078604206958,0.032874768725564996
DCMSHRIRAM.NS,-0.07797101560738347,0.027964086602433026
DLF.NS,-0.3355001148946874,0.026503220490964288
DABUR.NS,-0.4246804281064237,0.030788376601333798
DALBHARAT.NS,1.24295736192309,0.029674488518860172
DEEPAKNTR.NS,-2.6930161069166143,0.04215132351443887
DELTACORP.NS,-0.728676711657458,0.018380877007211395
DEVYANI.NS,-0.44639996528876047,0.02589008574896564
DHANI.NS,-0.2602063659826759,0.025407181575709124
DBL.NS,-0.15395370453998974,0.02069991607314759
DIVISLAB.NS,-0.19239322957365776,0.015233071087854289
DIXON.NS,0.8322550478350212,0.03129753299872407
LALPATHLAB.NS,-0.13926752943135126,0.025070154335552763
DRREDDY.NS,-0.36362160759905493,0.026753763523009184
EIDPARRY.NS,0.5131713366825092,0.019426201360501136
EIHOTEL.NS,0.6243704708389516,0.027514387102175592
EPL.NS,0.6771842868851902,0.028485827783703992
EASEMYTRIP.NS,1.853508679206714,0.03839191999976122
EDELWEISS.NS,-0.22497264442438053,0.018301797467216656
EICHERMOT.NS,-0.4746019894346015,0.02124150818732704
ELGIEQUIP.NS,-0.3943561614423776,0.016657283275566013
EMAMILTD.NS,-0.6497606499089893,0.022526618785090238
ENDURANCE.NS,-0.4146414816829676,0.02503335285032083
ENGINERSIN.NS,-0.5541999641851046,0.022086198256587985
EQUITAS.NS,-0.22778811387161596,0.016694051459516447
EQUITASBNK.NS,0.6012963726046748,0.022262171189753908
ERIS.NS,-0.30244686500814977,0.017084931282608115
ESCORTS.NS,0.08556787186612727,0.03307496621629544
EXIDEIND.NS,-0.356556376479721,0.018107832107157534
FDC.NS,0.7513129225198909,0.02166653666960671
NYKAA.NS,-0.0016649620480776903,0.023916126540446406
FEDERALBNK.NS,1.6599735222016132,0.02948350321506894
FACT.NS,-0.8957293368932525,0.022889840092451055
FINEORG.NS,1.4694745902363968,0.029179795086587367
FINCABLES.NS,0.23478652937146152,0.02429982424911417
FINPIPE.NS,-1.3140889289867916,0.02565375884883009
FSL.NS,1.124721322755925,0.03656915791566636
FORTIS.NS,-0.3721308839257576,0.020193229198858714
GRINFRA.NS,-0.2926769135408348,0.01658315500249886
GAIL.NS,-0.08653741547480424,0.019267116592806256
GMMPFAUDLR.NS,0.9502519513251036,0.024093286413447976
GMRINFRA.NS,-0.25686674387578146,0.02049109112734875
GALAXYSURF.NS,-1.0174023082368142,0.019779856267317986
GARFIBRES.NS,-0.07112926367639602,0.016307890302839887
GICRE.NS,-0.4659343045762478,0.02084081426808075
GLAND.NS,-0.905594473624689,0.016641552408758083
GLAXO.NS,0.500809597854322,0.026428340084276435
GLS.NS,-0.2664356137377339,0.025953384738440975
GLENMARK.NS,1.028679473872671,0.03365907450897071
GOCOLORS.NS,0.3181388321775607,0.02746744967450801
GODFRYPHLP.NS,0.1359420864336976,0.02384591490818388
GODREJAGRO.NS,-0.33024574643945076,0.02115102122156006
GODREJCP.NS,-0.2971068477342912,0.02062854636885339
GODREJIND.NS,-0.5368257827978581,0.018564029167788425
GODREJPROP.NS,-1.3445352243780668,0.026489201697910674
GRANULES.NS,-0.5127762253063883,0.021243848616337876
GRAPHITE.NS,0.2600303365869764,0.024766604371312388
GRASIM.NS,-0.8822475170177208,0.029820515940253214
GESHIP.NS,0.022069494260149855,0.0190164831451445
GRINDWELL.NS,0.6496348441051218,0.021743396034496022
GUJALKALI.NS,-0.8786198960347508,0.021803318176097458
GAEL.NS,0.16993827882544646,0.03060694109086125
FLUOROCHEM.NS,-0.670467594730937,0.02120685891271249
GUJGASLTD.NS,0.4528157054209776,0.03410662930266692
GNFC.NS,-0.5354187018092745,0.023676659472908815
GPPL.NS,1.0401301510341132,0.02156571262135657
GSFC.NS,-0.5857270585754808,0.02347037010540017
GSPL.NS,-0.838664964934678,0.024606348034437113
HEG.NS,-0.646026059893035,0.024953483022615183
HCLTECH.NS,-0.2142089249166159,0.018632913061281207
HDFCAMC.NS,-0.3309521046563879,0.01656466916826611
HDFCBANK.NS,-0.28696248587693624,0.018109916207855636
HDFCLIFE.NS,-0.7919783842317077,0.019000829456922254
HFCL.NS,-0.23631674732815214,0.01624006623954806
HLEGLAS.NS,-0.5183158988213061,0.018108835143061247
HAPPSTMNDS.NS,-1.4257855294347421,0.032075518027272
HATHWAY.NS,-0.5941391089850497,0.024884595156357926
HATSUN.NS,-0.1910845394871236,0.01826630777838909
HAVELLS.NS,0.19547997054126903,0.03340788092158904
HEMIPROP.NS,-0.007031424256051016,0.028786852321124434
HEROMOTOCO.NS,-0.6783428467919659,0.03219668516963743
HIKAL.NS,-0.4598747399702302,0.026297900227462347
HINDALCO.NS,-0.4285969023408095,0.029742881235644083
HGS.NS,-0.8433369246658673,0.02283177851895811
HAL.NS,-0.0008251414464475166,0.015495195633507432
HINDCOPPER.NS,-0.507973212442102,0.02136395800330004
HINDPETRO.NS,-1.146239703692922,0.031971606072602105
HINDUNILVR.NS,0.6789566089480584,0.024798893276990416
HINDZINC.NS,-0.2041349812958482,0.018311082925199666
POWERINDIA.NS,-0.40442108403599053,0.01734685731559905
HOMEFIRST.NS,-1.415299272206415,0.03684367048969105
HONAUT.NS,-1.0719640796752723,0.03564378262431673
HUDCO.NS,0.3822836531250915,0.016691173107046216
HDFC.NS,-0.5324439646827596,0.01706062987607127
ICICIBANK.NS,-0.4615782142700318,0.018763570580434357
ICICIGI.NS,-1.3940062060398637,0.03474522216872181
ICICIPRULI.NS,-0.4600437959873949,0.030366296936381786
ISEC.NS,-0.11393613266427659,0.03656437216125723
IDBI.NS,0.8966288720147232,0.030337927854618987
IDFCFIRSTB.NS,0.2906375717493885,0.02557978049571719
IDFC.NS,-1.1386418999487666,0.02507736184420645
IFBIND.NS,-0.16076987087776473,0.027724622318097414
IIFL.NS,-0.43678501666365854,0.02276198102745188
IIFLWAM.NS,0.5297700640011194,0.027940319829229027
IRB.NS,0.2689351328287141,0.024236176425410767
IRCON.NS,0.7988220069337937,0.024935030727239425
ITC.NS,0.3475446265183427,0.031247758674731542
ITI.NS,-1.346243631913153,0.02653772732586992
INDIACEM.NS,0.4187315016153009,0.02736448011871264
IBULHSGFIN.NS,-0.15816586797387253,0.025583562762462098
IBREALEST.NS,-0.958626892813673,0.0194171176701995
INDIAMART.NS,-0.5750950211867872,0.021006900826520087
INDIANB.NS,0.08748221792481264,0.024610024226799074
IEX.NS,-0.7965577736475513,0.023651553975158075
INDHOTEL.NS,-1.974146994202871,0.04301500598884387
IOC.NS,-0.3184529763477383,0.017497476767504794
IOB.NS,0.5535986482481609,0.02625117236583039
IRCTC.NS,-0.4073528206292783,0.028584538656420428
IRFC.NS,-0.45901415800667683,0.022652807478004057
INDIGOPNTS.NS,-0.570270005308773,0.016492233280749856
ICIL.NS,-0.5530675354736333,0.016249320546854542
INDOCO.NS,0.32528547322141405,0.03421665843293637
IGL.NS,-0.20137282119547972,0.015593024517707239
INDUSTOWER.NS,-0.7785018555892663,0.028227570643787493
INDUSINDBK.NS,-0.22852207618529313,0.01149033302452229
INFIBEAM.NS,-0.905878158861048,0.02189193807293451
NAUKRI.NS,0.5374144739082131,0.015671940932124713
INFY.NS,-0.21169097868824122,0.030544073468124332
INOXLEISUR.NS,0.32176609909473936,0.02555844430664399
INTELLECT.NS,0.2382961164187498,0.01829443021882108
INDIGO.NS,0.1384039065436698,0.02886832637970337
IPCALAB.NS,-0.5229654337094906,0.024138017182913158
JBCHEPHARM.NS,-0.1022827181342629,0.0277023736992941
JKCEMENT.NS,1.154289766886617,0.03157476392724853
